time_log,id,ax,ay,az,gx,gy,gz,AGL,altitude,velocity,pressure,latitude,longitude,time,state
2023-08-01-15:45:47,2229,1.19,1.29,10.96,-0.03,-0.01,-0.03,85.45,1525.45,0,167179,-1.104310333,36.9769325,20230601,0
2023-08-01-15:45:47,2230,1.53,0.96,10.86,-0.03,0.02,-0.02,84.68,1524.68,-0.01,84305,-1.104439167,36.9768525,12454300,0
2023-08-01-15:45:48,2231,1.39,1.35,10.86,-0.06,-0.13,-0.02,84.87,1524.87,0.92,84297,-1.104439167,36.9768525,12454300,0
2023-08-01-15:45:48,2232,1.14,1.54,10.53,0.14,0.1,-0.11,85.26,1525.26,0.01,84299,-1.104439167,36.9768525,20230601,0
2023-08-01-15:45:48,2233,0.93,1.08,10.73,-0.05,0.15,-0.06,85.74,1525.74,0,84296,-1.104439167,36.9768525,20230601,0
2023-08-01-15:45:48,2234,1.12,1.28,11.7,-0.12,0.27,-0.07,85.74,1525.74,0,84289,-1.104439167,36.9768525,20230601,0
2023-08-01-15:45:49,2235,1.65,1.3,10.97,-0.18,0.28,-0.05,85.74,1525.74,0,84295,-1.104439167,36.9768525,20230601,0
2023-08-01-15:45:49,2236,1.45,1.49,10.61,0.12,0.07,-0.01,85.64,1525.64,0,84292,-1.104569833,36.97676967,12454400,0
2023-08-01-15:45:49,2237,1.16,1.21,10.46,0.13,0,-0.03,85.74,1525.74,-0.01,84294,-1.104569833,36.97676967,12454400,0
2023-08-01-15:45:49,2238,0.96,0.87,10.64,-0.05,0.07,-0.03,86.22,1526.22,0,84293,-1.104569833,36.97676967,20230601,0
2023-08-01-15:45:49,2239,1.16,1.46,10.6,-0.08,0.09,-0.03,86.22,1526.22,0,84288,-1.104569833,36.97676967,20230601,0
2023-08-01-15:45:50,2240,1.06,1.18,10.5,-0.03,0.08,-0.02,86.03,1526.03,0.01,84294,-1.104569833,36.97676967,20230601,0
2023-08-01-15:45:50,2241,1.15,1.32,10.61,-0.04,0.14,-0.04,85.93,1525.93,0,84295,-1.104699667,36.97670067,12454500,0
2023-08-01-15:45:50,2242,1.01,1.13,10.7,-0.01,-0.02,-0.02,85.55,1525.55,-0.01,84295,-1.104699667,36.97670067,12454500,0
2023-08-01-15:45:50,2243,0.77,1.15,10.64,-0.09,0.07,-0.03,85.55,1525.55,0,84293,-1.104699667,36.97670067,20230601,0
2023-08-01-15:45:50,2244,0.74,1.15,10.94,-0.1,0.06,-0.03,85.55,1525.55,0,84289,-1.104699667,36.97670067,20230601,0
2023-08-01-15:45:50,2245,0.49,1.12,10.47,0.01,0.03,-0.01,85.45,1525.45,0,84296,-1.104699667,36.97670067,20230601,0
2023-08-01-15:45:51,2246,0.55,1.16,10.53,-0.1,0.04,-0.03,86.03,1526.03,0.92,84287,-1.104699667,36.97670067,20230601,0
2023-08-01-15:45:51,2247,0.79,0.96,10.81,-0.11,-0.01,-0.03,85.64,1525.64,0.01,84289,-1.104835,36.97661433,12454600,0
2023-08-01-15:45:51,2248,0.71,1.05,10.8,-0.09,0.01,-0.02,86.32,1526.32,0.01,84296,-1.104835,36.97661433,20230601,0
2023-08-01-15:45:51,2249,0.65,1.13,10.96,-0.05,0,-0.02,85.74,1525.74,0,84295,-1.104835,36.97661433,20230601,0
2023-08-01-15:45:51,2250,0.39,1.27,11.03,-0.04,0.02,-0.03,85.74,1525.74,0,84290,-1.104835,36.97661433,20230601,0
2023-08-01-15:45:52,2251,0.52,1,10.67,-0.07,0.01,-0.02,85.45,1525.45,0,84287,-1.104835,36.97661433,20230601,0
2023-08-01-15:45:52,2252,0.61,1.27,10.75,-0.07,0.01,-0.03,85.35,1525.35,0.93,84299,-1.104978667,36.97652483,12454700,0
2023-08-01-15:45:52,2253,0.22,1,10.49,-0.05,0.03,-0.02,85.45,1525.45,-0.01,84296,-1.104978667,36.97652483,12454700,0
2023-08-01-15:45:52,2254,0.15,0.92,10.91,-0.07,0.11,-0.02,85.26,1525.26,0,84294,-1.104978667,36.97652483,20230601,0
2023-08-01-15:45:52,2255,0.58,1.15,10.9,0.01,-0.05,-0.02,85.93,1525.93,0.01,84291,-1.104978667,36.97652483,20230601,0
2023-08-01-15:45:52,2256,0.42,1.41,10.83,-0.06,0.01,-0.04,85.64,1525.64,0,84286,-1.104978667,36.97652483,20230601,0
2023-08-01-15:45:53,2257,0.17,1.1,10.72,0.01,-0.01,-0.01,84.97,1524.97,0.93,84293,-1.105115167,36.97644783,12454800,0
2023-08-01-15:45:53,2258,-0.01,1.1,10.66,-0.02,0.07,-0.03,86.03,1526.03,0,84296,-1.105115167,36.97644783,20230601,0
2023-08-01-15:45:53,2259,0.33,1.17,10.7,-0.03,0.02,0,85.35,1525.35,0,84298,-1.105115167,36.97644783,20230601,0
2023-08-01-15:45:53,2260,0.14,0.83,10.93,-0.1,0.04,-0.02,84.68,1524.68,0,84302,-1.105115167,36.97644783,20230601,0
2023-08-01-15:45:53,2261,0.2,0.95,10.65,-0.06,0.1,-0.04,84.68,1524.68,0,84309,-1.105115167,36.97644783,20230601,0
2023-08-01-15:45:54,2262,0.25,1.08,11.02,0.04,0.02,-0.02,83.03,1523.03,-0.03,84321,-1.105252167,36.9763705,12454900,0
2023-08-01-15:45:54,2263,0.2,0.88,10.59,-0.01,-0.07,-0.03,84.29,1524.29,0.01,84319,-1.105252167,36.9763705,12454900,0
2023-08-01-15:45:54,2264,0.14,1.14,11,0.01,-0.04,-0.01,84.29,1524.29,0.01,84314,-1.105252167,36.9763705,20230601,0
2023-08-01-15:45:54,2265,0.11,0.88,10.46,-0.08,-0.03,0,84,1524,0.01,84318,-1.105252167,36.9763705,20230601,0
2023-08-01-15:45:54,2266,0.07,1.19,10.85,-0.05,0,-0.01,81.39,1521.39,0.92,84321,-1.105252167,36.9763705,20230601,0
2023-08-01-15:45:55,2267,-0.32,1.11,10.48,-0.1,0.28,-0.07,82.07,1522.07,-0.01,84330,-1.1053785,36.97629383,12455000,0
2023-08-01-15:45:55,2268,0.02,1.03,11.31,-0.08,0.27,-0.06,82.84,1522.84,0,84325,-1.1053785,36.97629383,12455000,0
2023-08-01-15:45:55,2269,-0.38,0.83,10.75,0,0.04,-0.02,84.48,1524.48,0.01,84960,-1.1053785,36.97629383,20230601,0
2023-08-01-15:45:55,2270,-0.11,0.91,11.3,0.1,0,0,85.06,1525.06,0,84297,-1.1053785,36.97629383,20230601,0
2023-08-01-15:45:55,2271,-0.48,0.78,10.75,0.01,-0.02,-0.01,85.35,1525.35,0,84956,-1.1053785,36.97629383,20230601,0
2023-08-01-15:45:56,2272,-0.21,1.04,10.86,-0.19,0.01,-0.06,85.84,1525.84,0.02,84295,-1.1053785,36.97629383,20230601,0
2023-08-01-15:45:56,2273,-0.31,1.34,10.74,-0.07,0.03,-0.04,21.1,1461.1,-0.46,84293,-1.105503167,36.97620717,12455100,0
2023-08-01-15:45:56,2274,-0.63,1.33,10.98,-0.06,0.19,-0.02,86.8,1526.8,0.98,84284,-1.105503167,36.97620717,20230601,0
2023-08-01-15:45:56,2275,-0.17,0.74,10.95,0.07,0.08,0.03,85.55,1525.55,-0.01,84275,-1.105503167,36.97620717,20230601,0
2023-08-01-15:45:56,2276,-0.33,0.79,10.94,-0.07,-0.11,-0.04,20.34,1460.34,-0.44,84269,-1.105503167,36.97620717,20230601,0
2023-08-01-15:45:56,2277,-0.68,1.1,11.01,-0.11,-0.07,-0.04,86.13,1526.13,-0.03,84279,-1.105503167,36.97620717,20230601,0
2023-08-01-15:45:57,2278,-0.63,1.33,11.15,-0.11,0.03,-0.04,85.64,1525.64,1,84291,-1.105608833,36.97613767,12455200,0
2023-08-01-15:45:57,2279,-0.32,0.78,11.07,0.01,0.01,-0.03,84.29,1524.29,-0.01,84298,-1.105608833,36.97613767,20230601,0
2023-08-01-15:45:57,2280,-0.95,1.26,11.14,-0.09,-0.01,-0.04,84.29,1524.29,0,84300,-1.105608833,36.97613767,20230601,0
2023-08-01-15:45:57,2281,-1.22,1.17,11.01,-0.03,-0.03,-0.03,84.48,1524.48,-0.01,84298,-1.105608833,36.97613767,20230601,0
2023-08-01-15:45:58,2282,-0.96,1.11,11.05,0,0.06,-0.01,85.45,1525.45,0.01,84301,-1.105608833,36.97613767,20230601,0
2023-08-01-15:45:58,2283,-0.87,0.77,11.14,0.01,-0.06,-0.01,-5875.98,-4435.98,-40.55,84296,-1.105714333,36.97606167,12455300,0
2023-08-01-15:45:58,2284,-0.87,0.94,11.03,-0.34,0.36,-0.14,85.35,1525.35,0,84292,-1.105714333,36.97606167,20230601,0
2023-08-01-15:45:58,2285,-0.96,1.22,11.07,-0.03,0.1,-0.03,85.45,1525.45,-0.01,84294,-1.105714333,36.97606167,20230601,0
2023-08-01-15:45:58,2286,-1.12,0.88,10.42,-0.04,-0.03,-0.03,86.22,1526.22,0,84288,-1.105714333,36.97606167,20230601,0
2023-08-01-15:45:58,2287,-0.13,0.98,11.34,-0.12,-0.21,-0.03,86.03,1526.03,0,84293,-1.105714333,36.97606167,20230601,0
2023-08-01-15:45:59,2288,-0.83,1.09,11.52,-0.05,-0.39,0.02,85.84,1525.84,0,84294,-1.105714333,36.97606167,20230601,0
2023-08-01-15:45:59,2289,-1.36,0.96,10.17,-0.01,-0.45,0.03,86.42,1526.42,0,84296,-1.105817167,36.97599533,12455400,0
2023-08-01-15:45:59,2290,-1.94,1.1,10.81,-0.01,-0.17,-0.01,86.13,1526.13,0,84288,-1.105817167,36.97599533,20230601,0
2023-08-01-15:45:59,2291,-1.29,0.83,10.59,-0.15,0.1,-0.05,85.93,1525.93,0,84289,-1.105817167,36.97599533,20230601,0
2023-08-01-15:46:00,2292,-1.13,0.99,10.96,-0.11,0.02,-0.03,85.64,1525.64,0,84291,-1.105817167,36.97599533,20230601,0
2023-08-01-15:46:00,2293,-1.27,1.04,10.33,-0.04,-0.05,-0.01,86.51,1526.51,0,84278,-1.105893833,36.975929,12455500,0
2023-08-01-15:46:00,2294,-1.26,0.72,10.55,-0.03,-0.05,0,86.51,1526.51,0,84291,-1.105893833,36.975929,12455500,0
2023-08-01-15:46:00,2295,-1.39,1.2,10.73,-0.02,-0.04,-0.01,86.22,1526.22,-0.01,84293,-1.105893833,36.975929,20230601,0
2023-08-01-15:46:00,2296,-1.24,0.99,10.68,-0.03,0.01,-0.02,86.51,1526.51,0,84277,-1.105893833,36.975929,20230601,0
2023-08-01-15:46:00,2297,-1.28,0.72,10.37,-0.06,-0.02,-0.03,86.22,1526.22,0.96,84283,-1.105893833,36.975929,20230601,0
2023-08-01-15:46:01,2298,-1.46,0.96,10.55,-0.04,0,-0.02,86.13,1526.13,0,84282,-1.105946833,36.9758815,12455600,0
2023-08-01-15:46:01,2299,-1.45,1.19,10.78,0,0.03,-0.02,-5876.86,-4436.86,-62.12,84281,-1.105946833,36.9758815,12455600,0
2023-08-01-15:46:01,2300,-1.37,0.98,10.69,0.09,0.03,-0.01,86.13,1526.13,-0.01,84293,-1.105946833,36.9758815,20230601,0
2023-08-01-15:46:01,2301,-1.37,0.96,10.67,-0.11,0,-0.03,86.03,1526.03,0,84290,-1.105946833,36.9758815,20230601,0
2023-08-01-15:46:01,2302,-1.27,1,10.5,-0.05,0.01,-0.02,85.84,1525.84,0,84287,-1.105946833,36.9758815,20230601,0
2023-08-01-15:46:01,2303,-1.44,0.89,10.71,-0.04,0.01,-0.02,85.93,1525.93,0,84292,-1.105946833,36.9758815,20230601,0
2023-08-01-15:46:02,2304,-1.36,0.83,10.7,-0.04,0.02,-0.03,86.42,1526.42,0.01,84295,-1.106005167,36.97583483,12455700,0
2023-08-01-15:46:02,2305,-1.32,1.02,10.69,-0.07,0.02,-0.03,85.45,1525.45,-0.01,84295,-1.106005167,36.97583483,12455700,0
2023-08-01-15:46:02,2306,-1.4,0.88,10.65,-0.07,0.04,-0.03,85.93,1525.93,0,84299,-1.106005167,36.97583483,20230601,0
2023-08-01-15:46:02,2307,-1.35,0.97,10.75,-0.01,0.02,-0.03,86.51,1526.51,0,84287,-1.106005167,36.97583483,20230601,0
2023-08-01-15:46:03,2308,-1.4,0.84,10.68,-0.01,0.02,-0.03,86.13,1526.13,0,84291,-1.106005167,36.97583483,20230601,0
2023-08-01-15:46:03,2309,-1.33,0.66,10.63,-0.05,0,-0.03,85.16,1525.16,0,84290,-1.106025333,36.97580833,12455800,0
2023-08-01-15:46:03,2310,-1.44,1,10.46,-0.08,0.02,-0.03,85.35,1525.35,-0.01,84295,-1.106025333,36.97580833,12455800,0
2023-08-01-15:46:03,2311,-1.15,0.92,10.58,0.01,0.01,-0.02,85.06,1525.06,-0.01,84285,-1.106025333,36.97580833,20230601,0
2023-08-01-15:46:03,2312,-1.41,0.78,10.92,0.06,0.06,-0.01,85.26,1525.26,0,84296,-1.106025333,36.97580833,20230601,0
2023-08-01-15:46:03,2313,-1.32,0.86,10.41,-0.11,0.02,-0.02,83.9,1523.9,-0.01,84986,-1.106025333,36.97580833,20230601,0
2023-08-01-15:46:04,2314,-1.23,0.81,9.96,-0.05,-0.01,-0.03,84.29,1524.29,0.01,84311,-1.106025333,36.97580833,20230601,0
2023-08-01-15:46:04,2315,-1.02,0.86,9.56,-0.03,0.02,-0.03,83.32,1523.32,0,84317,-1.106035333,36.97579883,12455900,0
2023-08-01-15:46:04,2316,-1.09,0.61,9.58,0.02,0.03,-0.04,84.39,1524.39,0,84316,-1.106035333,36.97579883,20230601,0
2023-08-01-15:46:04,2317,-1.06,0.95,9.66,-0.05,0.06,-0.04,82.84,1522.84,-0.01,84316,-1.106035333,36.97579883,20230601,0
2023-08-01-15:46:04,2318,-1.06,0.85,9.76,0.03,-0.01,-0.02,82.94,1522.94,0.22,84319,-1.106035333,36.97579883,20230601,0
2023-08-01-15:46:05,2319,-1.45,0.81,9.87,0.01,0,-0.01,83.13,1523.13,0,84317,-1.106035333,36.97579883,20230601,0
2023-08-01-15:46:05,2320,-1.21,0.7,9.6,-0.06,-0.02,-0.02,83.13,1523.13,0,84322,-1.106047667,36.975782,12460000,0
2023-08-01-15:46:05,2321,-1.37,0.62,9.81,-0.05,0,-0.02,82.65,1522.65,0,84317,-1.106047667,36.975782,20230601,0
2023-08-01-15:46:05,2322,-0.93,0.9,9.88,-0.09,0.11,-0.02,82.55,1522.55,0,84320,-1.106047667,36.975782,20230601,0
2023-08-01-15:46:05,2323,-1.54,0.73,11.22,-0.01,-0.09,0,82.84,1522.84,0,84318,-1.106047667,36.975782,20230601,0
2023-08-01-15:46:06,2324,-1.37,0.59,10.91,-0.07,-0.03,-0.02,82.26,1522.26,-0.01,84323,-1.106047667,36.975782,20230601,0
2023-08-01-15:46:06,2325,-1.48,0.1,9.64,-0.22,0.24,-0.13,82.74,1522.74,0,84323,-1.106045333,36.97577167,12460100,0
2023-08-01-15:46:06,2326,-1.71,0.65,11.15,0.09,-0.16,0.01,83.52,1523.52,0.01,84328,-1.106045333,36.97577167,12460100,0
2023-08-01-15:46:06,2327,-2.12,0.66,11.49,0.12,-0.1,0,83.61,1523.61,0.01,84316,-1.106045333,36.97577167,20230601,0
2023-08-01-15:46:06,2328,-1.8,0.22,12.88,-0.2,0.21,-0.04,82.36,1522.36,0,84318,-1.106045333,36.97577167,20230601,0
2023-08-01-15:46:07,2329,-1.49,1.17,12.61,-0.23,0.12,-0.05,83.9,1523.9,0.01,84315,-1.106045333,36.97577167,20230601,0
2023-08-01-15:46:07,2330,-1.58,0.71,11.39,0.02,-0.09,-0.02,83.52,1523.52,0.01,84312,-1.106042,36.97575467,12460200,0
2023-08-01-15:46:07,2331,-1.59,0.58,11.17,-0.07,-0.04,-0.04,82.84,1522.84,-0.01,84322,-1.106042,36.97575467,12460200,0
2023-08-01-15:46:07,2332,-1.4,0.93,10.91,-0.13,0.03,-0.05,83.13,1523.13,-0.01,84320,-1.106042,36.97575467,20230601,0
2023-08-01-15:46:07,2333,-1.31,0.96,10.3,-0.01,0.03,-0.03,83.42,1523.42,0,84316,-1.106042,36.97575467,20230601,0
2023-08-01-15:46:08,2334,-1.27,0.79,10.41,-0.01,0.01,-0.02,83.61,1523.61,0,84317,-1.106042,36.97575467,20230601,0
2023-08-01-15:46:08,2335,-1.21,0.86,10.45,0,0.02,-0.01,83.42,1523.42,0,84324,-1.1060385,36.97573183,12460300,0
2023-08-01-15:46:08,2336,-1.08,0.67,10.78,-0.04,-0.02,-0.01,82.16,1522.16,-0.01,84321,-1.1060385,36.97573183,12460300,0
2023-08-01-15:46:08,2337,-1.25,1.12,10.4,-0.03,0.05,-0.06,82.16,1522.16,0,84324,-1.1060385,36.97573183,20230601,0
2023-08-01-15:46:08,2338,-1.24,0.95,10.59,0.03,0.07,-0.04,81.58,1521.58,0,84322,-1.1060385,36.97573183,20230601,0
2023-08-01-15:46:08,2339,-1.27,0.92,10.6,-0.15,-0.01,-0.02,82.26,1522.26,0,84329,-1.1060385,36.97573183,20230601,0
2023-08-01-15:46:09,2340,-1.42,1.04,10.33,-0.12,0.03,-0.03,81.68,1521.68,-0.01,84321,-1.1060295,36.97572567,12460400,0
2023-08-01-15:46:09,2341,-1.44,1.08,10.76,-0.02,0.08,-0.01,82.16,1522.16,0,84336,-1.1060295,36.97572567,20230601,0
2023-08-01-15:46:09,2342,-1.44,0.98,10.74,-0.04,-0.02,-0.02,82.65,1522.65,0.01,84330,-1.1060295,36.97572567,20230601,0
2023-08-01-15:46:09,2343,-1.47,0.96,10.71,0,0.02,-0.01,83.03,1523.03,0,84327,-1.1060295,36.97572567,20230601,0
2023-08-01-15:46:10,2344,-1.38,0.84,10.59,-0.01,-0.04,-0.01,82.65,1522.65,0,84327,-1.1060295,36.97572567,20230601,0
2023-08-01-15:46:10,2345,-1.44,0.91,10.75,-0.02,0.01,-0.01,81.97,1521.97,-0.01,84323,-1.1060295,36.97572567,20230601,0
2023-08-01-15:46:10,2346,-1.17,0.8,10.54,-0.09,0,-0.02,82.36,1522.36,0.01,84319,-1.106015333,36.975702,12460500,0
2023-08-01-15:46:10,2347,-1.17,0.89,10.77,-0.08,-0.01,-0.03,82.45,1522.45,0.01,84324,-1.106015333,36.975702,20230601,0
2023-08-01-15:46:10,2348,-1.3,0.83,10.54,-0.02,0.05,-0.01,-5879.92,-4439.92,-39.23,84326,-1.106015333,36.975702,20230601,0
2023-08-01-15:46:10,2349,-1.74,0.89,10.46,-0.04,0.22,-0.05,82.45,1522.45,90.33,84324,-1.106015333,36.975702,20230601,0
2023-08-01-15:46:11,2350,-1.35,0.98,10.6,0.01,0.32,-0.06,82.84,1522.84,0,84321,-1.106015333,36.975702,20230601,0
2023-08-01-15:46:11,2351,-0.95,0.67,10.81,0.02,0.31,-0.02,84.1,1524.1,0.01,84314,-1.1059995,36.97568633,12460600,0
2023-08-01-15:46:11,2352,-1.38,0.94,10.85,-0.13,-0.1,-0.02,83.71,1523.71,0,84314,-1.1059995,36.97568633,20230601,0
2023-08-01-15:46:11,2353,-1.49,1.07,10.51,-0.05,-0.07,-0.02,84,1524,0,84306,-1.1059995,36.97568633,20230601,0
2023-08-01-15:46:11,2354,-1.54,0.93,10.67,0.05,0.04,0,84.39,1524.39,0,84321,-1.1059995,36.97568633,20230601,0
2023-08-01-15:46:12,2355,-1.37,0.64,10.56,-0.04,0,-0.03,84.1,1524.1,0.02,84313,-1.1059995,36.97568633,20230601,0
2023-08-01-15:46:12,2356,-1.1,1.13,10.86,-0.09,-0.04,-0.03,84.58,1524.58,1.06,84306,-1.105995833,36.975662,12460700,0
2023-08-01-15:46:12,2357,-1.09,0.9,10.75,-0.07,-0.08,-0.02,84.29,1524.29,0,84303,-1.105995833,36.975662,20230601,0
2023-08-01-15:46:12,2358,-1.75,0.97,10.56,0.02,-0.04,-0.01,84.87,1524.87,0,84310,-1.105995833,36.975662,20230601,0
2023-08-01-15:46:12,2359,-1.73,0.8,11,-0.04,0.01,-0.02,84.58,1524.58,91.76,84305,-1.105995833,36.975662,20230601,0
2023-08-01-15:46:13,2360,-1.61,0.68,10.79,-0.13,0.02,-0.04,84.29,1524.29,0,84299,-1.105995833,36.975662,20230601,0
2023-08-01-15:46:13,2361,-1.34,1.03,10.32,-0.05,-0.01,-0.03,83.71,1523.71,-0.01,84307,-1.105991667,36.9756355,12460800,0
2023-08-01-15:46:13,2362,-1.31,0.99,10.85,-0.06,0,-0.02,83.71,1523.71,0,84314,-1.105991667,36.9756355,12460800,0
2023-08-01-15:46:13,2363,-1.38,0.95,10.78,-0.05,-0.01,-0.02,83.9,1523.9,0,84310,-1.105991667,36.9756355,20230601,0
2023-08-01-15:46:13,2364,-1.45,0.94,10.6,0.04,-0.18,-0.01,84.68,1524.68,0,84309,-1.105991667,36.9756355,20230601,0
2023-08-01-15:46:13,2365,-1.66,0.82,10.71,-0.04,-0.06,-0.02,84.1,1524.1,-0.01,84305,-1.105991667,36.9756355,20230601,0
2023-08-01-15:46:14,2366,-1.74,0.79,11.1,-0.1,0.04,-0.03,83.9,1523.9,1.02,84303,-1.10599,36.97560333,12460900,0
2023-08-01-15:46:14,2367,-1.5,1.1,10.29,-0.1,-0.03,-0.04,84.1,1524.1,-0.01,84316,-1.10599,36.97560333,20230601,0
2023-08-01-15:46:14,2368,-1.39,1.01,10.46,-0.05,0.06,-0.02,84,1524,0,84308,-1.10599,36.97560333,20230601,0
2023-08-01-15:46:14,2369,-1.54,0.9,10.97,-0.02,-0.03,-0.02,83.61,1523.61,-0.01,84310,-1.10599,36.97560333,20230601,0
2023-08-01-15:46:15,2370,-1.43,1,10.44,-0.02,-0.04,-0.02,84.1,1524.1,1.06,84315,-1.10599,36.97560333,20230601,0
2023-08-01-15:46:15,2371,-1.53,0.87,10.51,-0.07,0.09,-0.02,83.61,1523.61,0,84320,-1.105992667,36.975597,12461000,0
2023-08-01-15:46:15,2372,-1.12,0.94,10.32,-0.08,0.02,-0.02,83.81,1523.81,0,84317,-1.105992667,36.975597,12461000,0
2023-08-01-15:46:15,2373,-1.53,0.93,10.69,-0.06,-0.02,-0.02,83.32,1523.32,-0.01,84310,-1.105992667,36.975597,20230601,0
2023-08-01-15:46:15,2374,-1.62,0.75,10.69,-0.05,-0.01,-0.03,84.68,1524.68,0,84322,-1.105992667,36.975597,20230601,0
2023-08-01-15:46:15,2375,-1.47,0.82,11.06,0.01,-0.02,-0.02,84.58,1524.58,0.01,84302,-1.105992667,36.975597,20230601,0
2023-08-01-15:46:16,2376,-1.58,0.78,10.41,0.01,-0.06,-0.02,84.29,1524.29,-0.01,84301,-1.105985333,36.97559617,12461100,0
2023-08-01-15:46:16,2377,-1.34,0.91,10.86,-0.05,-0.08,-0.02,85.35,1525.35,0.01,84309,-1.105985333,36.97559617,12461100,0
2023-08-01-15:46:16,2378,-1.7,0.91,10.45,-0.1,0.03,-0.02,84.29,1524.29,0,84306,-1.105985333,36.97559617,20230601,0
2023-08-01-15:46:16,2379,-1.76,0.92,11.03,-0.05,0.08,-0.03,84,1524,0,84306,-1.105985333,36.97559617,20230601,0
2023-08-01-15:46:16,2380,-1.54,0.53,11.04,-0.04,0.07,-0.03,84.97,1524.97,0,84303,-1.105985333,36.97559617,20230601,0
2023-08-01-15:46:17,2381,-1.53,0.94,10.58,-0.06,-0.03,-0.03,82.55,1522.55,-0.02,84312,-1.105985333,36.97559617,20230601,0
2023-08-01-15:46:17,2382,-1.81,0.84,10.71,0.03,-0.06,-0.01,82.26,1522.26,-0.01,84324,-1.105973333,36.97559517,12461200,0
2023-08-01-15:46:17,2383,-1.54,0.83,10.74,-0.02,-0.1,-0.03,83.03,1523.03,0,84318,-1.105973333,36.97559517,12461200,0
2023-08-01-15:46:17,2384,-1.73,0.85,11.58,0,-0.08,-0.04,83.42,1523.42,0,84321,-1.105973333,36.97559517,20230601,0
2023-08-01-15:46:17,2385,-1.5,0.68,10.76,-0.15,-0.23,0.14,84.29,1524.29,0.01,84313,-1.105973333,36.97559517,20230601,0
2023-08-01-15:46:17,2386,-1.52,1.29,10.61,-0.16,-0.11,0.31,83.61,1523.61,0,84309,-1.105973333,36.97559517,20230601,0
2023-08-01-15:46:18,2387,-2.02,1.1,10.75,-0.16,0.14,0.56,83.42,1523.42,0,84320,-1.105961333,36.97560467,12461300,0
2023-08-01-15:46:18,2388,-1.01,0.9,9.59,-0.07,0.18,0.84,83.81,1523.81,0,84310,-1.105961333,36.97560467,20230601,0
2023-08-01-15:46:18,2389,-1.38,0.99,10.47,-0.14,0.04,1,83.71,1523.71,-0.01,84310,-1.105961333,36.97560467,20230601,0
2023-08-01-15:46:18,2390,-1.18,0.82,10.92,-0.25,0.03,1,83.23,1523.23,-0.01,84316,-1.105961333,36.97560467,20230601,0
2023-08-01-15:46:19,2391,-1.11,0.99,10.73,-0.21,0,1,84.77,1524.77,0.01,84312,-1.105961333,36.97560467,20230601,0
2023-08-01-15:46:19,2392,-1.21,0.88,10.83,-0.22,0.04,1,84,1524,0.01,85011,-1.105961833,36.975591,12461400,0
2023-08-01-15:46:19,2393,-0.87,1.15,11.15,-0.18,0.09,1,82.26,1522.26,-0.01,84322,-1.105961833,36.975591,12461400,0
2023-08-01-15:46:19,2394,-0.88,0.74,10.71,-0.18,0.04,0.94,83.32,1523.32,0,84305,-1.105961833,36.975591,20230601,0
2023-08-01-15:46:19,2395,-0.83,0.91,10.79,-0.16,0.04,0.73,81.68,1521.68,-0.02,84318,-1.105961833,36.975591,20230601,0
2023-08-01-15:46:19,2396,-1.08,0.68,10.82,-0.01,0.02,0.09,80.43,1520.43,0.01,84340,-1.105961833,36.975591,20230601,0
2023-08-01-15:46:20,2397,-1.58,1.57,10.44,0,0.08,0.05,80.62,1520.62,0.01,84360,-1.105962333,36.97557917,12461500,0
2023-08-01-15:46:20,2398,-0.71,0.9,10.98,-0.12,0,0.01,79.46,1519.46,0,84359,-1.105962333,36.97557917,12461500,0
2023-08-01-15:46:20,2399,-0.07,0.98,10.26,0.12,-0.04,-0.01,77.62,1517.62,-0.01,84370,-1.105962333,36.97557917,20230601,0
2023-08-01-15:46:20,2400,-1.47,1.39,9.43,0.22,-0.16,0,82.36,1522.36,0.01,84341,-1.105962333,36.97557917,20230601,0
2023-08-01-15:46:20,2401,-0.2,-0.41,9.44,0.01,-0.02,-0.03,82.84,1522.84,0,84319,-1.105962333,36.97557917,20230601,0
2023-08-01-15:46:21,2402,-0.01,2.59,9.77,0.26,0.3,0.02,79.56,1519.56,-0.02,84352,-1.105947333,36.9755895,12461600,0
2023-08-01-15:46:21,2403,0.5,1.27,9.42,0.64,-0.08,0.12,77.24,1517.24,0,84377,-1.105947333,36.9755895,12461600,0
2023-08-01-15:46:21,2404,-1.06,-0.21,9.67,0.48,-0.34,0.13,76.85,1516.85,0,84403,-1.105947333,36.9755895,20230601,0
2023-08-01-15:46:21,2405,-0.6,1.51,9.6,-0.8,0.2,-0.16,79.46,1519.46,0.02,84368,-1.105947333,36.9755895,20230601,0
2023-08-01-15:46:22,2406,-1.11,1.63,9.69,-0.52,0.35,-0.1,78.4,1518.4,-0.02,84356,-1.105947333,36.9755895,20230601,0
2023-08-01-15:46:22,2407,-0.65,2.38,10.38,0.07,0.28,0,79.07,1519.07,0,84359,-1.105945833,36.97557717,12461700,0
2023-08-01-15:46:22,2408,-0.29,0.8,10.39,0.65,0.17,0.21,72.32,1512.32,-0.04,84400,-1.105945833,36.97557717,12461700,0
2023-08-01-15:46:22,2409,-0.11,-1.35,9.76,-0.31,-0.19,0,74.83,1514.83,0.07,84427,-1.105945833,36.97557717,20230601,0
2023-08-01-15:46:22,2410,-0.14,-0.75,8.88,-0.93,-0.19,-0.14,73.86,1513.86,0.02,84427,-1.105945833,36.97557717,20230601,0
